,Index_Name,date,open,high,low,close,adjClose,change,changePercent,label,changeOverTime
25,BUK100P,2021-01-07,682.570007,687.5,676.659973,684.419983,684.419983,1.84998,0.271,"January 07, 21",0.00271
26,BUK100P,2021-01-06,656.880005,682.98999,656.880005,682.570007,682.570007,25.69,3.911,"January 06, 21",0.03911
27,BUK100P,2021-01-05,654.909973,659.25,651.76001,656.880005,656.880005,1.97003,0.301,"January 05, 21",0.00301
28,BUK100P,2020-12-30,658.099976,659.460022,652.669983,652.669983,652.669983,-5.42999,-0.825,"December 30, 20",-0.00825
29,BUK100P,2020-12-29,647.47998,664.780029,647.47998,658.099976,658.099976,10.62,1.64,"December 29, 20",0.0164
30,BUK100P,2020-12-23,642.429993,646.869995,640.179993,646.650024,646.650024,4.22003,0.657,"December 23, 20",0.00657
31,BUK100P,2020-12-22,638.590027,642.8099980000001,635.8900150000001,642.429993,642.429993,3.8399699999999997,0.601,"December 22, 20",0.00601
32,BUK100P,2020-12-21,649.1400150000001,649.1400150000001,628.679993,638.590027,638.590027,-10.54999,-1.625,"December 21, 20",-0.01625
33,BUK100P,2020-12-18,652.650024,657.570007,648.960022,649.1400150000001,649.1400150000001,-3.51001,-0.5379999999999999,"December 18, 20",-0.005379999999999999
34,BUK100P,2020-12-17,654.23999,657.299988,652.52002,652.650024,652.650024,-1.58997,-0.243,"December 17, 20",-0.00243
35,BUK100P,2020-12-16,649.320007,657.0599980000001,649.320007,654.1900019999999,654.1900019999999,4.87,0.75,"December 16, 20",0.0075
36,BUK100P,2020-12-15,651.419983,653.0,645.590027,649.320007,649.320007,-2.09998,-0.322,"December 15, 20",-0.00322
37,BUK100P,2020-12-14,652.539978,655.77002,650.159973,651.419983,651.419983,-1.12,-0.172,"December 14, 20",-0.00172
38,BUK100P,2020-12-11,658.8099980000001,658.849976,649.48999,652.539978,652.539978,-6.27002,-0.9520000000000001,"December 11, 20",-0.00952
39,BUK100P,2020-12-10,654.919983,661.6099849999999,653.73999,658.8099980000001,658.8099980000001,3.8900099999999997,0.594,"December 10, 20",0.00594
40,BUK100P,2020-12-09,653.97998,659.789978,653.97998,654.919983,654.919983,0.94,0.14400000000000002,"December 09, 20",0.00144
41,BUK100P,2020-12-08,653.450012,654.289978,649.369995,653.97998,653.97998,0.5299699999999999,0.081,"December 08, 20",0.00081
42,BUK100P,2020-12-07,652.900024,657.6400150000001,649.570007,653.450012,653.450012,0.54999,0.084,"December 07, 20",0.00084
43,BUK100P,2020-12-03,643.280029,646.73999,640.4400019999999,646.419983,646.419983,3.13995,0.488,"December 03, 20",0.00488
44,BUK100P,2020-12-02,636.5,644.169983,634.1099849999999,643.280029,643.280029,6.78003,1.065,"December 02, 20",0.01065
45,BUK100P,2020-12-01,627.419983,636.98999,626.080017,636.5,636.5,9.08002,1.4469999999999998,"December 01, 20",0.014469999999999998
46,BUK100P,2020-11-30,634.212585,637.6876219999999,627.3916019999999,627.3916019999999,627.3916019999999,-6.8209800000000005,-1.0759999999999998,"November 30, 20",-0.010759999999999999
47,BUK100P,2020-11-27,633.5599980000001,634.710022,627.450012,634.210022,634.210022,0.6500199999999999,0.10300000000000001,"November 27, 20",0.00103
48,BUK100P,2020-11-26,635.51001,637.969971,632.200012,633.5599980000001,633.5599980000001,-1.9500099999999998,-0.307,"November 26, 20",-0.00307
49,BUK100P,2020-11-25,636.049988,636.049988,636.049988,636.049988,636.049988,0.0,0.0,"November 25, 20",0.0
50,BUK100P,2020-11-24,631.820007,640.280029,631.6900019999999,639.599976,639.599976,7.77997,1.2309999999999999,"November 24, 20",0.01231
51,BUK100P,2020-11-23,631.700012,636.27002,629.77002,631.849976,631.849976,0.14995999999999998,0.024,"November 23, 20",0.00023999999999999998
52,BUK100P,2020-11-20,630.72998,635.73999,629.6099849999999,631.700012,631.700012,0.97003,0.154,"November 20, 20",0.0015400000000000001
53,BUK100P,2020-11-19,630.76001,630.76001,630.76001,630.76001,630.76001,0.0,0.0,"November 19, 20",0.0
54,BUK100P,2020-11-18,636.219971,636.219971,636.219971,636.219971,636.219971,0.0,0.0,"November 18, 20",0.0
55,BUK100P,2020-11-17,633.580017,633.580017,633.580017,633.580017,633.580017,0.0,0.0,"November 17, 20",0.0
56,BUK100P,2020-11-16,640.549988,640.549988,640.549988,640.549988,640.549988,0.0,0.0,"November 16, 20",0.0
57,BUK100P,2020-11-13,632.02002,632.02002,625.349976,629.6400150000001,629.6400150000001,-2.38001,-0.377,"November 13, 20",-0.0037700000000000003
58,BUK100P,2020-11-12,632.02002,632.02002,632.02002,632.02002,632.02002,0.0,0.0,"November 12, 20",0.0
59,BUK100P,2020-11-11,636.659973,636.659973,636.659973,636.659973,636.659973,0.0,0.0,"November 11, 20",0.0
60,BUK100P,2020-11-10,627.840027,627.840027,627.840027,627.840027,627.840027,0.0,0.0,"November 10, 20",0.0
61,BUK100P,2020-11-09,616.3599849999999,616.3599849999999,616.3599849999999,616.3599849999999,616.3599849999999,0.0,0.0,"November 09, 20",0.0
62,BUK100P,2020-11-06,586.4400019999999,591.1099849999999,582.26001,586.840027,586.840027,0.40002,0.068,"November 06, 20",0.0006799999999999999
63,BUK100P,2020-11-05,586.4400019999999,586.4400019999999,586.4400019999999,586.4400019999999,586.4400019999999,0.0,0.0,"November 05, 20",0.0
64,BUK100P,2020-11-04,584.130005,584.130005,584.130005,584.130005,584.130005,0.0,0.0,"November 04, 20",0.0
65,BUK100P,2020-11-03,574.52002,574.52002,574.52002,574.52002,574.52002,0.0,0.0,"November 03, 20",0.0
66,BUK100P,2020-11-02,562.340027,562.340027,562.340027,562.340027,562.340027,0.0,0.0,"November 02, 20",0.0
67,BUK100P,2020-10-30,553.840027,556.039978,550.26001,555.5,555.5,1.6599700000000002,0.3,"October 30, 20",0.003
68,BUK100P,2020-10-29,553.27002,558.159973,550.22998,553.840027,553.840027,0.57001,0.10300000000000001,"October 29, 20",0.00103
69,BUK100P,2020-10-28,570.3599849999999,570.3599849999999,549.330017,553.4400019999999,553.4400019999999,-16.91998,-2.967,"October 28, 20",-0.02967
70,BUK100P,2020-10-27,575.710022,577.169983,569.299988,570.3599849999999,570.3599849999999,-5.35004,-0.929,"October 27, 20",-0.009290000000000001
71,BUK100P,2020-10-26,575.710022,575.710022,575.710022,575.710022,575.710022,0.0,0.0,"October 26, 20",0.0
72,BUK100P,2020-10-23,575.179993,584.919983,575.099976,581.650024,581.650024,6.47003,1.125,"October 23, 20",0.01125
73,BUK100P,2020-10-22,573.51001,575.909973,568.1400150000001,575.179993,575.179993,1.66998,0.29100000000000004,"October 22, 20",0.0029100000000000003
74,BUK100P,2020-10-21,573.6900019999999,573.6900019999999,573.6900019999999,573.6900019999999,573.6900019999999,0.0,0.0,"October 21, 20",0.0
75,BUK100P,2020-10-20,585.179993,587.75,582.580017,586.150024,586.150024,0.97003,0.166,"October 20, 20",0.0016600000000000002
76,BUK100P,2020-10-19,588.73999,591.929993,583.23999,585.179993,585.179993,-3.56,-0.605,"October 19, 20",-0.00605
77,BUK100P,2020-10-16,579.02002,589.299988,579.02002,588.73999,588.73999,9.71997,1.679,"October 16, 20",0.01679
78,BUK100P,2020-10-15,579.02002,579.02002,579.02002,579.02002,579.02002,0.0,0.0,"October 15, 20",0.0
79,BUK100P,2020-10-14,590.099976,590.099976,590.099976,590.099976,590.099976,0.0,0.0,"October 14, 20",0.0
80,BUK100P,2020-10-13,592.820007,592.820007,592.820007,592.820007,592.820007,0.0,0.0,"October 13, 20",0.0
81,BUK100P,2020-10-12,596.9400019999999,596.9400019999999,596.9400019999999,596.9400019999999,596.9400019999999,0.0,0.0,"October 12, 20",0.0
82,BUK100P,2020-10-09,595.820007,600.830017,595.539978,598.539978,598.539978,2.71997,0.457,"October 09, 20",0.00457
83,BUK100P,2020-10-08,595.820007,595.820007,595.820007,595.820007,595.820007,0.0,0.0,"October 08, 20",0.0
84,BUK100P,2020-10-07,591.98999,591.98999,591.98999,591.98999,591.98999,0.0,0.0,"October 07, 20",0.0
85,BUK100P,2020-10-06,591.450012,591.450012,591.450012,591.450012,591.450012,0.0,0.0,"October 06, 20",0.0
86,BUK100P,2020-10-05,591.719971,591.719971,591.719971,591.719971,591.719971,0.0,0.0,"October 05, 20",0.0
87,BUK100P,2020-10-02,584.679993,585.9400019999999,578.02002,585.72998,585.72998,1.04999,0.18,"October 02, 20",0.0018
88,BUK100P,2020-10-01,584.679993,584.679993,584.679993,584.679993,584.679993,0.0,0.0,"October 01, 20",0.0
89,BUK100P,2020-09-30,584.0599980000001,584.0599980000001,584.0599980000001,584.0599980000001,584.0599980000001,0.0,0.0,"September 30, 20",0.0
90,BUK100P,2020-09-29,586.97998,586.97998,586.97998,586.97998,586.97998,0.0,0.0,"September 29, 20",0.0
91,BUK100P,2020-09-28,591.52002,591.52002,591.52002,591.52002,591.52002,0.0,0.0,"September 28, 20",0.0
92,BUK100P,2020-09-25,579.48999,581.280029,574.159973,580.049988,580.049988,0.56,0.09699999999999999,"September 25, 20",0.0009699999999999999
93,BUK100P,2020-09-24,579.48999,579.48999,579.48999,579.48999,579.48999,0.0,0.0,"September 24, 20",0.0
94,BUK100P,2020-09-23,587.549988,587.549988,587.549988,587.549988,587.549988,0.0,0.0,"September 23, 20",0.0
95,BUK100P,2020-09-22,581.8099980000001,581.8099980000001,581.8099980000001,581.8099980000001,581.8099980000001,0.0,0.0,"September 22, 20",0.0
96,BUK100P,2020-09-21,576.960022,576.960022,576.960022,576.960022,576.960022,0.0,0.0,"September 21, 20",0.0
97,BUK100P,2020-09-18,603.280029,603.280029,597.849976,599.080017,599.080017,-4.20001,-0.696,"September 18, 20",-0.006959999999999999
98,BUK100P,2020-09-17,603.280029,603.280029,603.280029,603.280029,603.280029,0.0,0.0,"September 17, 20",0.0
99,BUK100P,2020-09-16,605.419983,605.419983,605.419983,605.419983,605.419983,0.0,0.0,"September 16, 20",0.0
100,BUK100P,2020-09-15,609.210022,609.210022,609.210022,609.210022,609.210022,0.0,0.0,"September 15, 20",0.0
101,BUK100P,2020-09-14,600.590027,600.590027,600.590027,600.590027,600.590027,0.0,0.0,"September 14, 20",0.0
102,BUK100P,2020-09-11,598.830017,603.159973,596.8099980000001,601.8599849999999,601.8599849999999,3.02997,0.506,"September 11, 20",0.00506
103,BUK100P,2020-09-10,598.830017,598.830017,598.830017,598.830017,598.830017,0.0,0.0,"September 10, 20",0.0
104,BUK100P,2020-09-09,600.150024,600.150024,600.150024,600.150024,600.150024,0.0,0.0,"September 09, 20",0.0
105,BUK100P,2020-09-08,590.23999,590.23999,590.23999,590.23999,590.23999,0.0,0.0,"September 08, 20",0.0
106,BUK100P,2020-09-07,576.6900019999999,592.1099849999999,576.6900019999999,590.719971,590.719971,14.02997,2.4330000000000003,"September 07, 20",0.02433
107,BUK100P,2020-09-04,582.049988,587.909973,575.679993,576.6900019999999,576.6900019999999,-5.35999,-0.9209999999999999,"September 04, 20",-0.00921
108,BUK100P,2020-09-03,582.049988,582.049988,582.049988,582.049988,582.049988,0.0,0.0,"September 03, 20",0.0
109,BUK100P,2020-09-02,591.099976,591.099976,591.099976,591.099976,591.099976,0.0,0.0,"September 02, 20",0.0
110,BUK100P,2020-09-01,582.710022,582.710022,582.710022,582.710022,582.710022,0.0,0.0,"September 01, 20",0.0
111,BUK100P,2020-08-31,593.8900150000001,593.8900150000001,593.8900150000001,593.8900150000001,593.8900150000001,0.0,0.0,"August 31, 20",0.0
112,BUK100P,2020-08-28,598.450012,600.52002,593.52002,593.8900150000001,593.8900150000001,-4.56,-0.762,"August 28, 20",-0.00762
113,BUK100P,2020-08-27,598.450012,598.450012,598.450012,598.450012,598.450012,0.0,0.0,"August 27, 20",0.0
114,BUK100P,2020-08-26,601.469971,601.469971,601.469971,601.469971,601.469971,0.0,0.0,"August 26, 20",0.0
115,BUK100P,2020-08-25,601.130005,601.130005,601.130005,601.130005,601.130005,0.0,0.0,"August 25, 20",0.0
116,BUK100P,2020-08-24,607.969971,607.969971,607.969971,607.969971,607.969971,0.0,0.0,"August 24, 20",0.0
117,BUK100P,2020-08-21,599.080017,600.830017,592.219971,596.840027,596.840027,-2.23999,-0.374,"August 21, 20",-0.00374
118,BUK100P,2020-08-20,599.080017,599.080017,599.080017,599.080017,599.080017,0.0,0.0,"August 20, 20",0.0
119,BUK100P,2020-08-19,608.710022,608.710022,608.710022,608.710022,608.710022,0.0,0.0,"August 19, 20",0.0
120,BUK100P,2020-08-18,604.299988,604.299988,604.299988,604.299988,604.299988,0.0,0.0,"August 18, 20",0.0
121,BUK100P,2020-08-17,611.049988,611.049988,611.049988,611.049988,611.049988,0.0,0.0,"August 17, 20",0.0
122,BUK100P,2020-08-14,617.130005,617.130005,601.070007,606.73999,606.73999,-10.39001,-1.6840000000000002,"August 14, 20",-0.01684
123,BUK100P,2020-08-13,617.130005,617.130005,617.130005,617.130005,617.130005,0.0,0.0,"August 13, 20",0.0
124,BUK100P,2020-08-12,626.450012,626.450012,626.450012,626.450012,626.450012,0.0,0.0,"August 12, 20",0.0
125,BUK100P,2020-08-11,612.280029,612.280029,612.280029,612.280029,612.280029,0.0,0.0,"August 11, 20",0.0
126,BUK100P,2020-08-10,602.619995,602.619995,602.619995,602.619995,602.619995,0.0,0.0,"August 10, 20",0.0
127,BUK100P,2020-08-07,600.880005,601.950012,597.299988,599.700012,599.700012,-1.1799899999999999,-0.196,"August 07, 20",-0.00196
128,BUK100P,2020-08-06,606.840027,606.8599849999999,595.6099849999999,600.880005,600.880005,-5.96002,-0.982,"August 06, 20",-0.00982
129,BUK100P,2020-08-05,600.630005,608.72998,600.630005,607.679993,607.679993,7.049989999999999,1.1740000000000002,"August 05, 20",0.01174
130,BUK100P,2020-08-04,600.630005,600.630005,600.630005,600.630005,600.630005,0.0,0.0,"August 04, 20",0.0
131,BUK100P,2020-08-03,601.5,601.5,601.5,601.5,601.5,0.0,0.0,"August 03, 20",0.0
132,BUK100P,2020-07-31,596.159973,602.530029,588.580017,590.289978,590.289978,-5.87,-0.985,"July 31, 20",-0.00985
133,BUK100P,2020-07-30,596.159973,596.159973,596.159973,596.159973,596.159973,0.0,0.0,"July 30, 20",0.0
134,BUK100P,2020-07-29,611.659973,611.659973,611.659973,611.659973,611.659973,0.0,0.0,"July 29, 20",0.0
135,BUK100P,2020-07-28,611.48999,611.48999,611.48999,611.48999,611.48999,0.0,0.0,"July 28, 20",0.0
136,BUK100P,2020-07-27,609.119995,609.119995,609.119995,609.119995,609.119995,0.0,0.0,"July 27, 20",0.0
137,BUK100P,2020-07-24,619.330017,619.330017,608.130005,610.409973,610.409973,-8.92004,-1.44,"July 24, 20",-0.0144
138,BUK100P,2020-07-23,619.330017,619.330017,619.330017,619.330017,619.330017,0.0,0.0,"July 23, 20",0.0
139,BUK100P,2020-07-22,618.719971,618.719971,618.719971,618.719971,618.719971,0.0,0.0,"July 22, 20",0.0
140,BUK100P,2020-07-21,624.570007,624.570007,624.570007,624.570007,624.570007,0.0,0.0,"July 21, 20",0.0
141,BUK100P,2020-07-20,623.849976,623.849976,623.849976,623.849976,623.849976,0.0,0.0,"July 20, 20",0.0
142,BUK100P,2020-07-17,623.5,627.25,620.900024,626.6900019999999,626.6900019999999,3.19,0.512,"July 17, 20",0.00512
143,BUK100P,2020-07-16,623.5,623.5,623.5,623.5,623.5,0.0,0.0,"July 16, 20",0.0
144,BUK100P,2020-07-15,628.1099849999999,628.1099849999999,628.1099849999999,628.1099849999999,628.1099849999999,0.0,0.0,"July 15, 20",0.0
145,BUK100P,2020-07-14,614.97998,614.97998,614.97998,614.97998,614.97998,0.0,0.0,"July 14, 20",0.0
146,BUK100P,2020-07-13,616.0599980000001,616.0599980000001,616.0599980000001,616.0599980000001,616.0599980000001,0.0,0.0,"July 13, 20",0.0
147,BUK100P,2020-07-10,602.73999,608.419983,598.460022,607.23999,607.23999,4.5,0.747,"July 10, 20",0.00747
148,BUK100P,2020-07-09,602.73999,602.73999,602.73999,602.73999,602.73999,0.0,0.0,"July 09, 20",0.0
149,BUK100P,2020-07-08,613.450012,613.450012,613.450012,613.450012,613.450012,0.0,0.0,"July 08, 20",0.0
150,BUK100P,2020-07-07,626.25,626.25,615.679993,617.130005,617.130005,-9.12,-1.456,"July 07, 20",-0.01456
151,BUK100P,2020-07-06,626.25,626.25,626.25,626.25,626.25,0.0,0.0,"July 06, 20",0.0
152,BUK100P,2020-07-03,621.909973,624.070007,611.719971,612.3900150000001,612.3900150000001,-9.519960000000001,-1.531,"July 03, 20",-0.015309999999999999
153,BUK100P,2020-07-02,621.8900150000001,621.8900150000001,621.8900150000001,621.8900150000001,621.8900150000001,0.0,0.0,"July 02, 20",0.0
154,BUK100P,2020-07-01,614.0599980000001,614.0599980000001,614.0599980000001,614.0599980000001,614.0599980000001,0.0,0.0,"July 01, 20",0.0
155,BUK100P,2020-06-30,10457.589844,10457.589844,10457.589844,10457.589844,10457.589844,0.0,0.0,"June 30, 20",0.0
156,BUK100P,2020-06-29,10550.55957,10550.55957,10550.55957,10550.55957,10550.55957,0.0,0.0,"June 29, 20",0.0
157,BUK100P,2020-06-26,10417.110352,10585.950195,10412.650391,10440.040039,10440.040039,22.92969,0.22,"June 26, 20",0.0022
158,BUK100P,2020-06-25,10417.110352,10417.110352,10417.110352,10417.110352,10417.110352,0.0,0.0,"June 25, 20",0.0
159,BUK100P,2020-06-24,10371.44043,10371.44043,10371.44043,10371.44043,10371.44043,0.0,0.0,"June 24, 20",0.0
160,BUK100P,2020-06-23,10700.370117,10700.370117,10700.370117,10700.370117,10700.370117,0.0,0.0,"June 23, 20",0.0
161,BUK100P,2020-06-22,10564.55957,10564.55957,10564.55957,10564.55957,10564.55957,0.0,0.0,"June 22, 20",0.0
162,BUK100P,2020-06-19,10520.040039,10692.870117,10520.040039,10642.580078,10642.580078,122.54003999999999,1.165,"June 19, 20",0.01165
163,BUK100P,2020-06-18,10520.040039,10520.040039,10520.040039,10520.040039,10520.040039,0.0,0.0,"June 18, 20",0.0
164,BUK100P,2020-06-17,10583.299805,10583.299805,10583.299805,10583.299805,10583.299805,0.0,0.0,"June 17, 20",0.0
165,BUK100P,2020-06-16,10567.820313,10567.820313,10567.820313,10567.820313,10567.820313,0.0,0.0,"June 16, 20",0.0
166,BUK100P,2020-06-15,10263.120117,10263.120117,10263.120117,10263.120117,10263.120117,0.0,0.0,"June 15, 20",0.0
167,BUK100P,2020-06-12,10314.080078,10469.30957,10146.349609,10315.30957,10315.30957,1.22949,0.012,"June 12, 20",0.00011999999999999999
168,BUK100P,2020-06-11,10314.080078,10314.080078,10314.080078,10314.080078,10314.080078,0.0,0.0,"June 11, 20",0.0
169,BUK100P,2020-06-10,10714.650391,10714.650391,10714.650391,10714.650391,10714.650391,0.0,0.0,"June 10, 20",0.0
170,BUK100P,2020-06-09,10966.400391,10967.969727,10702.139648,10727.830078,10727.830078,-238.57031,-2.175,"June 09, 20",-0.02175
171,BUK100P,2020-06-08,10966.400391,10966.400391,10966.400391,10966.400391,10966.400391,0.0,0.0,"June 08, 20",0.0
172,BUK100P,2020-06-05,10722.669922,10979.839844,10722.669922,10977.450195,10977.450195,254.78027000000003,2.376,"June 05, 20",0.02376
173,BUK100P,2020-06-04,10722.669922,10722.669922,10722.669922,10722.669922,10722.669922,0.0,0.0,"June 04, 20",0.0
174,BUK100P,2020-06-03,10797.139648,10797.139648,10797.139648,10797.139648,10797.139648,0.0,0.0,"June 03, 20",0.0
175,BUK100P,2020-06-02,10519.5,10519.5,10519.5,10519.5,10519.5,0.0,0.0,"June 02, 20",0.0
176,BUK100P,2020-06-01,10246.799805,10448.179688,10246.759766,10433.700195,10433.700195,186.90039,1.824,"June 01, 20",0.01824
177,BUK100P,2020-05-29,10530.230469,10531.330078,10245.669922,10246.799805,10246.799805,-283.43066,-2.6919999999999997,"May 29, 20",-0.02692
178,BUK100P,2020-05-28,10530.230469,10530.230469,10530.230469,10530.230469,10530.230469,0.0,0.0,"May 28, 20",0.0
179,BUK100P,2020-05-27,10376.589844,10376.589844,10376.589844,10376.589844,10376.589844,0.0,0.0,"May 27, 20",0.0
180,BUK100P,2020-05-26,10259.540039,10259.540039,10259.540039,10259.540039,10259.540039,0.0,0.0,"May 26, 20",0.0
181,BUK100P,2020-05-25,10134.860352,10134.860352,10134.860352,10134.860352,10134.860352,0.0,0.0,"May 25, 20",0.0
182,BUK100P,2020-05-22,10172.650391,10172.650391,9953.669922,10134.860352,10134.860352,-37.790040000000005,-0.371,"May 22, 20",-0.00371
183,BUK100P,2020-05-21,10172.650391,10172.650391,10172.650391,10172.650391,10172.650391,0.0,0.0,"May 21, 20",0.0
184,BUK100P,2020-05-20,10265.429688,10265.429688,10265.429688,10265.429688,10265.429688,0.0,0.0,"May 20, 20",0.0
185,BUK100P,2020-05-19,10153.009766,10153.009766,10153.009766,10153.009766,10153.009766,0.0,0.0,"May 19, 20",0.0
186,BUK100P,2020-05-18,10224.629883,10224.629883,10224.629883,10224.629883,10224.629883,0.0,0.0,"May 18, 20",0.0
187,BUK100P,2020-05-15,9695.700195,9867.410156,9695.700195,9806.080078,9806.080078,110.37988,1.138,"May 15, 20",0.01138
188,BUK100P,2020-05-14,9695.700195,9695.700195,9695.700195,9695.700195,9695.700195,0.0,0.0,"May 14, 20",0.0
189,BUK100P,2020-05-13,9973.719727,9973.719727,9973.719727,9973.719727,9973.719727,0.0,0.0,"May 13, 20",0.0
190,BUK100P,2020-05-12,10150.860352,10150.860352,10150.860352,10150.860352,10150.860352,0.0,0.0,"May 12, 20",0.0
191,BUK100P,2020-05-11,10026.620117,10026.620117,10026.620117,10026.620117,10026.620117,0.0,0.0,"May 11, 20",0.0
192,BUK100P,2020-05-08,10041.660156,10041.660156,10041.660156,10041.660156,10041.660156,0.0,0.0,"May 08, 20",0.0
193,BUK100P,2020-05-07,10041.660156,10041.660156,10041.660156,10041.660156,10041.660156,0.0,0.0,"May 07, 20",0.0
194,BUK100P,2020-05-06,9898.129883,9898.129883,9898.129883,9898.129883,9898.129883,0.0,0.0,"May 06, 20",0.0
195,BUK100P,2020-05-05,9904.240234,9904.240234,9904.240234,9904.240234,9904.240234,0.0,0.0,"May 05, 20",0.0
196,BUK100P,2020-05-04,9735.450195,9735.450195,9735.450195,9735.450195,9735.450195,0.0,0.0,"May 04, 20",0.0
197,BUK100P,2020-05-01,9984.679688,9984.679688,9723.660156,9742.299805,9742.299805,-242.37987999999999,-2.428,"May 01, 20",-0.02428
198,BUK100P,2020-04-30,9984.679688,9984.679688,9984.679688,9984.679688,9984.679688,0.0,0.0,"April 30, 20",0.0
199,BUK100P,2020-04-29,10365.769531,10365.769531,10365.769531,10365.769531,10365.769531,0.0,0.0,"April 29, 20",0.0
200,BUK100P,2020-04-28,10075.0,10075.0,10075.0,10075.0,10075.0,0.0,0.0,"April 28, 20",0.0
201,BUK100P,2020-04-27,9862.610352,9862.610352,9862.610352,9862.610352,9862.610352,0.0,0.0,"April 27, 20",0.0
202,BUK100P,2020-04-24,9851.280273,9851.280273,9700.589844,9732.299805,9732.299805,-118.98047,-1.208,"April 24, 20",-0.01208
203,BUK100P,2020-04-23,9851.280273,9851.280273,9851.280273,9851.280273,9851.280273,0.0,0.0,"April 23, 20",0.0
204,BUK100P,2020-04-22,9760.860352,9760.860352,9760.860352,9760.860352,9760.860352,0.0,0.0,"April 22, 20",0.0
205,BUK100P,2020-04-21,9815.75,9815.75,9549.419922,9554.19043,9554.19043,-261.55957,-2.665,"April 21, 20",-0.02665
206,BUK100P,2020-04-20,9815.75,9815.75,9815.75,9815.75,9815.75,0.0,0.0,"April 20, 20",0.0
207,BUK100P,2020-04-17,9546.299805,9878.25,9546.299805,9752.349609,9752.349609,206.0498,2.158,"April 17, 20",0.021580000000000002
208,BUK100P,2020-04-16,9546.299805,9546.299805,9546.299805,9546.299805,9546.299805,0.0,0.0,"April 16, 20",0.0
209,BUK100P,2020-04-15,9469.959961,9469.959961,9469.959961,9469.959961,9469.959961,0.0,0.0,"April 15, 20",0.0
210,BUK100P,2020-04-14,9803.169922,9803.169922,9803.169922,9803.169922,9803.169922,0.0,0.0,"April 14, 20",0.0
211,BUK100P,2020-04-13,9883.25,9883.25,9883.25,9883.25,9883.25,0.0,0.0,"April 13, 20",0.0
