,Index_Name,date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
436,BSESN,2019-05-10,37632.359375,37721.980469,37370.390625,37462.988281,37462.988281,19700.0,19700.0,-169.37109,-0.45,37518.45313,"May 10, 19",-0.0045
437,BSESN,2019-05-09,37747.910156,37780.460938,37405.398438,37558.910156,37558.910156,15300.0,15300.0,-189.0,-0.501,37581.58984,"May 09, 19",-0.0050100000000000006
438,BSESN,2019-05-08,38244.179688,38248.570313,37743.070313,37789.128906,37789.128906,13100.0,13100.0,-455.05078,-1.19,37926.92318,"May 08, 19",-0.0119
439,BSESN,2019-05-07,38815.460938,38835.539063,38236.179688,38276.628906,38276.628906,15600.0,15600.0,-538.83203,-1.3880000000000001,38449.44922,"May 07, 19",-0.013880000000000002
440,BSESN,2019-05-06,38719.328125,38719.328125,38509.789063,38600.339844,38600.339844,13400.0,13400.0,-118.98828,-0.307,38609.81901,"May 06, 19",-0.00307
441,BSESN,2019-05-03,39009.550781,39172.761719,38920.171875,38963.261719,38963.261719,14800.0,14800.0,-46.28906,-0.11900000000000001,39018.73177,"May 03, 19",-0.00119
442,BSESN,2019-05-02,39036.511719,39189.949219,38882.988281,38981.429688,38981.429688,26200.0,26200.0,-55.08203,-0.141,39018.1224,"May 02, 19",-0.00141
443,BSESN,2019-04-30,39056.921875,39105.878906,38753.460938,39031.550781,39031.550781,30900.0,30900.0,-25.37109,-0.065,38963.63021,"April 30, 19",-0.00065
444,BSESN,2019-04-26,38865.828125,39103.160156,38765.328125,39067.328125,39067.328125,17300.0,17300.0,201.5,0.518,38978.60547,"April 26, 19",0.00518
445,BSESN,2019-04-25,39101.78125,39262.21875,38663.980469,38730.859375,38730.859375,14400.0,14400.0,-370.92188,-0.9490000000000001,38885.6862,"April 25, 19",-0.00949
446,BSESN,2019-04-24,38672.628906,39095.351563,38571.0,39054.679688,39054.679688,15200.0,15200.0,382.05078,0.988,38907.01042,"April 24, 19",0.00988
447,BSESN,2019-04-23,38771.269531,38832.609375,38518.261719,38564.878906,38564.878906,11600.0,11600.0,-206.39063,-0.532,38638.58333,"April 23, 19",-0.00532
448,BSESN,2019-04-22,39158.21875,39158.21875,38585.648438,38645.179688,38645.179688,14900.0,14900.0,-513.03906,-1.31,38796.34896,"April 22, 19",-0.0131
449,BSESN,2019-04-18,39420.039063,39487.449219,39083.160156,39140.28125,39140.28125,14600.0,14600.0,-279.75781,-0.71,39236.96354,"April 18, 19",-0.0071
450,BSESN,2019-04-16,39040.300781,39364.339844,39038.808594,39275.640625,39275.640625,14400.0,14400.0,235.33984,0.603,39226.26302,"April 16, 19",0.00603
451,BSESN,2019-04-15,38805.539063,38976.578125,38780.078125,38905.839844,38905.839844,20900.0,20900.0,100.30078,0.258,38887.4987,"April 15, 19",0.0025800000000000003
452,BSESN,2019-04-12,38692.058594,38818.871094,38554.789063,38767.109375,38767.109375,17000.0,17000.0,75.05078,0.19399999999999998,38713.58984,"April 12, 19",0.0019399999999999999
