,Index_Name,date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
0,NYA,2021-02-12,15297.089844,15373.769531,15254.870116999999,15369.599609,15369.599609,4119260000.0,4119260000.0,72.50977,0.474,15332.74642,"February 12, 21",0.00474
1,NYA,2021-02-11,15273.900391,15341.339844,15195.849609,15297.089844,15297.089844,4570080000.0,4570080000.0,23.18945,0.152,15278.0931,"February 11, 21",0.0015199999999999999
2,NYA,2021-02-10,15244.400391,15343.780272999998,15183.959961000002,15273.900391,15273.900391,4815380000.0,4815380000.0,29.5,0.19399999999999998,15267.21354,"February 10, 21",0.0019399999999999999
3,NYA,2021-02-09,15226.610352000002,15266.830078,15168.669922,15244.400391,15244.400391,4554610000.0,4554610000.0,17.79004,0.11699999999999999,15226.63346,"February 09, 21",0.00117
4,NYA,2021-02-08,15069.599609,15226.650391,15069.599609,15226.610352000002,15226.610352000002,4635030000.0,4635030000.0,157.01074,1.042,15174.28678,"February 08, 21",0.01042
5,NYA,2021-02-05,14975.429688,15087.969727000002,14975.429688,15069.599609,15069.599609,4838580000.0,4838580000.0,94.16992,0.629,15044.33301,"February 05, 21",0.00629
6,NYA,2021-02-04,14839.05957,14976.179688,14839.05957,14975.429688,14975.429688,4856670000.0,4856670000.0,136.37012,0.919,14930.22298,"February 04, 21",0.00919
7,NYA,2021-02-03,14768.580078,14871.570313,14753.30957,14839.05957,14839.05957,4846900000.0,4846900000.0,70.47949,0.47700000000000004,14821.31315,"February 03, 21",0.00477
8,NYA,2021-02-02,14596.179688,14830.790038999998,14596.179688,14768.580078,14768.580078,5495370000.0,5495370000.0,172.40039,1.181,14731.84994,"February 02, 21",0.01181
9,NYA,2021-02-01,14397.200195,14623.44043,14397.200195,14596.179688,14596.179688,5392870000.0,5392870000.0,198.97949,1.382,14538.9401,"February 01, 21",0.013819999999999999
10,NYA,2021-01-29,14669.519531,14669.519531,14328.459961000002,14397.200195,14397.200195,6612570000.0,6612570000.0,-272.31934,-1.8559999999999999,14465.0599,"January 29, 21",-0.01856
11,NYA,2021-01-28,14487.730469,14767.549805,14487.730469,14669.519531,14669.519531,6937960000.0,6937960000.0,181.78906,1.255,14641.59993,"January 28, 21",0.01255
12,NYA,2021-01-27,14867.370116999999,14867.370116999999,14447.360352000002,14487.730469,14487.730469,9878040000.0,9878040000.0,-379.63965,-2.5540000000000003,14600.82031,"January 27, 21",-0.02554
13,NYA,2021-01-26,14935.290038999998,14995.549805,14860.55957,14867.370116999999,14867.370116999999,6029090000.0,6029090000.0,-67.91992,-0.455,14907.8265,"January 26, 21",-0.00455
14,NYA,2021-01-25,14951.839844,14957.980469,14765.429688,14935.290038999998,14935.290038999998,6955860000.0,6955860000.0,-16.54981,-0.111,14886.2334,"January 25, 21",-0.0011099999999999999
15,NYA,2021-01-22,14895.730469,14979.950195,14881.379883000001,14951.839844,14951.839844,5080430000.0,5080430000.0,56.10938,0.377,14937.72331,"January 22, 21",0.0037700000000000003
16,NYA,2021-01-21,15102.530272999998,15102.530272999998,14998.860352000002,15019.049805,15019.049805,4484460000.0,4484460000.0,-83.48047,-0.5529999999999999,15040.14681,"January 21, 21",-0.005529999999999999
17,NYA,2021-01-20,15067.860352000002,15114.110352000002,15029.280272999998,15097.280272999998,15097.280272999998,4551790000.0,4551790000.0,29.41992,0.195,15080.22363,"January 20, 21",0.00195
18,NYA,2021-01-19,15026.639647999998,15037.490234,14958.719727000002,14987.339844,14987.339844,4982940000.0,4982940000.0,-39.2998,-0.262,14994.5166,"January 19, 21",-0.00262
19,NYA,2021-01-15,14949.339844,14952.339844,14791.650391,14894.169922,14894.169922,5353060000.0,5353060000.0,-55.16992,-0.369,14879.386719999999,"January 15, 21",-0.0036899999999999997
20,NYA,2021-01-14,15063.55957,15129.120116999999,15037.290038999998,15044.379883000001,15044.379883000001,5180140000.0,5180140000.0,-19.17969,-0.127,15070.26335,"January 14, 21",-0.0012699999999999999
21,NYA,2021-01-13,15017.019531,15045.540038999998,14931.120116999999,14983.610352000002,14983.610352000002,4590420000.0,4590420000.0,-33.40918,-0.222,14986.75684,"January 13, 21",-0.0022199999999999998
22,NYA,2021-01-12,14970.780272999998,15024.519531,14923.820313,15010.290038999998,15010.290038999998,4977210000.0,4977210000.0,39.50977,0.264,14986.20996,"January 12, 21",0.00264
23,NYA,2021-01-11,14828.030272999998,14975.269531,14817.740234,14937.959961000002,14937.959961000002,4450500000.0,4450500000.0,109.92969,0.741,14910.32324,"January 11, 21",0.007409999999999999
24,NYA,2021-01-08,14990.519531,15006.160156,14818.799805,14966.830078,14966.830078,4764180000.0,4764180000.0,-23.68945,-0.158,14930.59668,"January 08, 21",-0.00158
